repo_id,repo_name,description,stars,openrank_latest,openrank_trend,language,created_at,topics,categories
607289185,microsoft/semantic-kernel,Integrate cutting-edge LLM technology quickly and easily into your apps,27762,9.92,"[135.33, 137.88, 117.14, 89.88, 80.42, 65.54, 31.27, 16.49, 7.93, 9.69, 11.39, 9.92]",C#,2023-02-27,"ai,artificial-intelligence,llm,openai,sdk",Agent Framework|Multi-Agent System|MCP (Model Context Protocol)|Workflow Orchestration|LLM Inference|LLM SDK & Library|Deep Learning Core|Speech & Voice AI|Vector Database & RAG|Memory & Knowledge|Observability & Evaluation|API & Backend Service
680120071,microsoft/autogen,A programming framework for agentic AI,57353,6.48,"[106.59, 93.58, 74.02, 59.74, 47.05, 35.3, 14.81, 8.05, 4.81, 4.72, 4.32, 6.48]",Python,2023-08-18,"agentic,agentic-agi,agents,ai,autogen,autogen-ecosystem,chatgpt,framework,llm-agent,llm-framework",Agent Framework|Multi-Agent System|MCP (Model Context Protocol)|Workflow Orchestration|Browser Agent|Tool & Integration Platform|Coding Agent|A2A Protocol
214587193,supabase/supabase,"The Postgres development platform. Supabase gives you a dedicated Postgres database to build your web, mobile, and AI applications.",101275,150.32,"[230.22, 230.71, 214.5, 218.83, 202.84, 207.96, 194.24, 201.14, 185.64, 175.5, 167.79, 150.32]",TypeScript,2019-10-12,"ai,alternative,auth,database,deno,embeddings,example,firebase,nextjs,oauth2,pgvector,postgis,postgres,postgresql,postgrest,realtime,supabase,vectors,websockets",API & Backend Service|Model Training & Fine-tuning|LLM Gateway & Proxy|Vector Database & RAG|LLM SDK & Library
691347156,1Panel-dev/MaxKB,🔥 MaxKB is an open-source platform for building enterprise-grade agents.  强大易用的开源企业级智能体平台。,20798,25.19,"[96.11, 84.85, 74.72, 71.04, 64.62, 57.81, 46.67, 41.94, 36.89, 35.93, 28.11, 25.19]",Python,2023-09-14,"agent,agentic-ai,chatbot,deepseek-r1,knowledgebase,langchain,llama3,llm,maxkb,mcp-server,ollama,pgvector,qwen3,rag",AI Infrastructure & Platform|Vector Database & RAG|Workflow Orchestration|Agent Framework|MCP (Model Context Protocol)|LLM Inference|Speech & Voice AI|Chat UI & Frontend|LLM SDK & Library|API & Backend Service
605673387,labring/FastGPT,"FastGPT is a knowledge-based platform built on the LLMs, offers a comprehensive suite of out-of-the-box capabilities such as data processing, RAG retrieval, and visual AI workflow orchestration, letting you easily develop and deploy complex question-answering systems without the need for extensive setup or configuration.",27818,29.18,"[112.06, 91.35, 72.9, 58.62, 56.09, 48.91, 37.72, 38.78, 37.13, 35.97, 28.03, 29.18]",TypeScript,2023-02-23,"agent,claude,deepseek,llm,mcp,nextjs,openai,qwen,rag,workflow",Vector Database & RAG|Workflow Orchestration|MCP (Model Context Protocol)|LLM Gateway & Proxy|Data Processing & ETL
621803253,FlowiseAI/Flowise,"Build AI Agents, Visually",52184,27.08,"[60.0, 60.08, 66.06, 61.48, 58.96, 44.61, 40.21, 34.75, 32.05, 27.42, 28.62, 27.08]",TypeScript,2023-03-31,"agentic-ai,agentic-workflow,agents,artificial-intelligence,chatbot,chatgpt,javascript,langchain,large-language-models,low-code,multiagent-systems,no-code,openai,rag,react,typescript,workflow-automation",Workflow Orchestration|Agent Framework|Vector Database & RAG|Memory & Knowledge|Chat UI & Frontend|API & Backend Service
842586148,yetone/avante.nvim,Use your Neovim like using Cursor AI IDE!,17800,6.43,"[97.86, 96.86, 92.68, 72.03, 54.76, 43.18, 27.25, 18.7, 14.87, 14.76, 9.5, 6.43]",Lua,2024-08-14,,Coding Agent|Workflow Orchestration|Notebook & Development Environment|Browser Agent|Memory & Knowledge|Chat UI & Frontend|LLM SDK & Library|API & Backend Service
23496542,triton-lang/triton,Development repository for the Triton language and compiler,19027,88.53,"[128.31, 128.65, 133.28, 130.07, 128.89, 131.01, 128.32, 115.14, 107.08, 102.32, 98.32, 88.53]",MLIR,2014-08-30,,Deep Learning Core|Memory & Knowledge|API & Backend Service|Coding Agent|Model Training & Fine-tuning|Chat UI & Frontend
634043200,modular/modular,The Modular Platform (includes MAX & Mojo),25902,68.45,"[82.94, 100.39, 100.47, 108.24, 97.09, 89.26, 84.06, 79.7, 78.32, 78.2, 78.26, 68.45]",Mojo,2023-04-28,"ai,language,machine-learning,max,modular,mojo,programming-language",LLM Inference|Model Training & Fine-tuning|LLM SDK & Library|Deep Learning Core|AI Infrastructure & Platform|Coding Agent|Speech & Voice AI|Image & Video Generation|API & Backend Service
90506918,rapidsai/cudf,cuDF - GPU DataFrame Library ,9607,59.93,"[77.3, 81.71, 76.62, 75.04, 76.98, 69.17, 63.26, 63.18, 57.41, 62.99, 58.34, 59.93]",C++,2017-05-07,"arrow,cpp,cuda,cudf,dask,data-analysis,data-science,dataframe,gpu,pandas,pydata,python,rapids",LLM SDK & Library|Data Processing & ETL|Deep Learning Core|AI Infrastructure & Platform|Notebook & Development Environment|API & Backend Service
539057023,NVIDIA/TransformerEngine,"A library for accelerating Transformer models on NVIDIA GPUs, including using 8-bit and 4-bit floating point (FP8 and FP4) precision on Hopper, Ada and Blackwell GPUs, to provide better performance with lower memory utilization in both training and inference.",3290,41.62,"[62.2, 59.02, 56.22, 60.81, 62.73, 56.97, 49.58, 53.95, 52.02, 46.18, 43.57, 41.62]",Python,2022-09-20,"cuda,deep-learning,fp4,fp8,gpu,jax,machine-learning,python,pytorch",Model Training & Fine-tuning|Deep Learning Core|Memory & Knowledge|LLM SDK & Library
669331976,flashinfer-ai/flashinfer,FlashInfer: Kernel Library for LLM Serving,5479,64.21,"[30.56, 28.41, 34.98, 45.57, 57.9, 59.92, 58.71, 57.46, 50.91, 53.11, 60.09, 64.21]",Python,2023-07-22,"attention,cuda,distributed-inference,gpu,jit,large-large-models,llm-inference,moe,nvidia,pytorch",Deep Learning Core|LLM Inference|Model Training & Fine-tuning|Memory & Knowledge|LLM SDK & Library|API & Backend Service|Notebook & Development Environment|AI Infrastructure & Platform
112542515,NVIDIA/cutlass,CUDA Templates and Python DSLs for High-Performance Linear Algebra,9622,19.99,"[41.4, 43.27, 39.24, 38.74, 37.69, 35.54, 23.86, 28.58, 26.45, 25.58, 23.0, 19.99]",C++,2017-11-30,"cpp,cuda,deep-learning,deep-learning-library,gpu,nvidia,python",Deep Learning Core|LLM SDK & Library|Coding Agent|Memory & Knowledge|AI Infrastructure & Platform
724854743,ml-explore/mlx,MLX: An array framework for Apple silicon,25675,22.92,"[43.14, 36.73, 32.91, 33.95, 36.76, 31.63, 32.28, 33.87, 33.52, 30.63, 31.03, 22.92]",C++,2023-11-28,mlx,Deep Learning Core|Model Training & Fine-tuning|Memory & Knowledge|Speech & Voice AI|Image & Video Generation|API & Backend Service
933928679,deepseek-ai/DeepEP,DeepEP: an efficient expert-parallel communication library,9161,3.02,"[26.89, 22.84, 28.89, 31.33, 25.72, 23.47, 18.19, 13.97, 10.51, 7.87, 4.79, 3.02]",Cuda,2025-02-17,,Deep Learning Core|LLM SDK & Library|Model Training & Fine-tuning
494232964,Dao-AILab/flash-attention,Fast and memory-efficient exact attention,23487,22.35,"[44.43, 36.8, 30.16, 27.25, 27.0, 27.45, 24.49, 21.58, 27.29, 30.26, 28.58, 22.35]",Python,2022-05-19,,Deep Learning Core|Model Training & Fine-tuning|API & Backend Service|Memory & Knowledge|Observability & Evaluation
204086862,streamlit/streamlit,Streamlit — A faster way to build and share data apps.,44320,52.62,"[127.06, 123.2, 110.89, 103.38, 97.51, 92.32, 78.36, 76.73, 75.48, 65.03, 66.51, 52.62]",Python,2019-08-24,"data-analysis,data-science,data-visualization,deep-learning,developer-tools,machine-learning,python,streamlit",Other
162405963,gradio-app/gradio,"Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!",42407,34.38,"[110.16, 101.54, 87.38, 82.72, 72.95, 65.25, 53.67, 60.99, 54.39, 46.65, 36.87, 34.38]",Python,2018-12-19,"data-analysis,data-science,data-visualization,deep-learning,deploy,gradio,gradio-interface,interface,machine-learning,models,python,python-notebook,ui,ui-components",Notebook & Development Environment|Image & Video Generation|Chat UI & Frontend|Coding Agent|LLM SDK & Library|API & Backend Service
291438522,siyuan-note/siyuan,"A privacy-first, self-hosted, fully open source personal knowledge management software, written in typescript and golang.",42921,43.15,"[102.67, 89.6, 89.39, 76.01, 70.67, 70.61, 63.84, 58.55, 62.15, 61.75, 50.03, 43.15]",TypeScript,2020-08-30,"anki,chatgpt,deepseek,electron,evernote,knowledge-base,local-first,markdown,note-taking,notes-app,notion,obsidian,ocr,ollama,openclaw,pdf,s3,self-hosted,webdav",Chat UI & Frontend|Workflow Orchestration|Memory & Knowledge|LLM Inference
826168160,docling-project/docling,Get your documents ready for gen AI,58418,24.67,"[71.66, 80.05, 70.86, 61.33, 53.25, 53.31, 49.53, 47.74, 39.68, 31.46, 20.62, 24.67]",Python,2024-07-09,"ai,convert,document-parser,document-parsing,documents,docx,html,markdown,pdf,pdf-converter,pdf-to-json,pdf-to-text,pptx,tables,xlsx",Vector Database & RAG|MCP (Model Context Protocol)|Speech & Voice AI|LLM SDK & Library|Agent Framework|Data Processing & ETL|Deep Learning Core
649170660,Mintplex-Labs/anything-llm,The all-in-one AI productivity accelerator. On device and privacy first with no annoying setup or configuration.,58812,26.21,"[84.42, 73.35, 61.78, 60.76, 54.06, 46.87, 43.87, 37.03, 31.92, 29.97, 25.49, 26.21]",JavaScript,2023-06-04,"ai-agents,custom-ai-agents,deepseek,kimi,llama3,llm,lmstudio,local-llm,localai,mcp,mcp-servers,moonshot,multimodal,no-code,ollama,qwen3,rag,vector-database,web-scraping",Vector Database & RAG|Speech & Voice AI|LLM Inference|MCP (Model Context Protocol)|Chat UI & Frontend|LLM Gateway & Proxy|Workflow Orchestration|Agent Framework
158256479,apache/iceberg,Apache Iceberg,8770,93.19,"[149.11, 152.83, 144.83, 144.63, 132.04, 136.53, 112.85, 114.39, 105.23, 101.3, 97.44, 93.19]",Java,2018-11-19,"apache,hacktoberfest,iceberg",Data Lake & Storage|AI Infrastructure & Platform|LLM SDK & Library|Memory & Knowledge
391740664,open-metadata/OpenMetadata,"OpenMetadata is a unified metadata platform for data discovery, data observability, and data governance powered by a central metadata repository, in-depth column level lineage, and seamless team collaboration.",12432,104.29,"[129.64, 127.46, 121.96, 126.14, 128.32, 126.35, 118.51, 112.39, 107.55, 114.81, 106.47, 104.29]",TypeScript,2021-08-01,"data-catalog,data-collaboration,data-contracts,data-discovery,data-governance,data-lineage,data-observability,data-profiling,data-quality,data-quality-checks,data-validation,datadiscovery,dataengineering,dataquality,hacktoberfest,mcp,mcp-server,metadata,metadata-management",Data Lake & Storage|Observability & Evaluation|MCP (Model Context Protocol)|Workflow Orchestration|Coding Agent
46398090,datahub-project/datahub,The Metadata Platform for your Data and AI Stack,11833,101.81,"[115.0, 119.05, 110.76, 114.55, 117.65, 116.99, 108.13, 105.16, 113.99, 113.09, 105.26, 101.81]",Java,2015-11-18,"data-catalog,data-discovery,data-governance,datahub,hacktoberfest,metadata",Data Lake & Storage|MCP (Model Context Protocol)|Coding Agent|Memory & Knowledge|Observability & Evaluation|Workflow Orchestration|API & Backend Service
631431061,apache/gravitino,"World's most powerful open data catalog for building a high-performance, geo-distributed and federated metadata lake.",2914,51.95,"[84.96, 73.95, 73.1, 82.74, 92.15, 82.15, 69.47, 68.16, 59.76, 53.46, 50.69, 51.95]",Java,2023-04-23,"ai-catalog,data-catalog,datalake,federated-query,lakehouse,metadata,metalake,model-catalog,opendatacatalog,skycomputing,stratosphere",Data Lake & Storage|AI Infrastructure & Platform|Data Processing & ETL
182849188,delta-io/delta,"An open-source storage framework that enables building a Lakehouse architecture with compute engines including Spark, PrestoDB, Flink, Trino, and Hive and APIs",8755,37.13,"[83.24, 79.18, 77.65, 74.65, 67.31, 63.29, 51.03, 48.29, 54.33, 54.15, 45.82, 37.13]",Scala,2019-04-22,"acid,analytics,big-data,delta-lake,spark",Data Lake & Storage|AI Infrastructure & Platform|LLM SDK & Library|Data Processing & ETL|Notebook & Development Environment
447060287,apache/paimon,Apache Paimon is a lake format that enables building a Realtime Lakehouse Architecture with Flink and Spark for both streaming and batch operations.,3249,40.67,"[92.3, 82.35, 70.88, 73.95, 69.99, 63.88, 57.54, 56.09, 60.12, 55.75, 46.63, 40.67]",Java,2022-01-12,"big-data,data-ingestion,flink,paimon,real-time-analytics,spark,streaming-datalake,table-store",Data Lake & Storage|AI Infrastructure & Platform|Notebook & Development Environment
76474200,apache/hudi,"Upserts, Deletes And Incremental Processing on Big Data.",6146,60.4,"[98.17, 89.58, 79.85, 70.85, 73.97, 76.98, 70.82, 66.96, 70.6, 70.67, 65.94, 60.4]",Java,2016-12-14,"apacheflink,apachehudi,apachespark,bigdata,data-integration,datalake,hudi,incremental-processing,stream-processing",Data Lake & Storage|AI Infrastructure & Platform|Data Processing & ETL
33884891,apache/airflow,"Apache Airflow - A platform to programmatically author, schedule, and monitor workflows",45144,256.57,"[349.73, 338.57, 356.51, 362.05, 347.82, 338.6, 319.8, 285.22, 273.22, 284.46, 287.54, 256.57]",Python,2015-04-13,"airflow,apache,apache-airflow,automation,dag,data-engineering,data-integration,data-orchestrator,data-pipelines,data-science,elt,etl,machine-learning,mlops,orchestration,python,scheduler,workflow,workflow-engine,workflow-orchestration",Data Processing & ETL|Workflow Orchestration|AI Infrastructure & Platform
283046497,airbytehq/airbyte,"The leading data integration platform for ETL / ELT data pipelines from APIs, databases & files to data warehouses, data lakes & data lakehouses. Both self-hosted and Cloud-hosted.",21127,84.94,"[223.75, 223.85, 203.82, 193.59, 176.61, 166.5, 148.98, 132.87, 107.45, 107.61, 85.62, 84.94]",Python,2020-07-27,"bigquery,change-data-capture,data,data-analysis,data-collection,data-engineering,data-integration,data-pipeline,elt,etl,java,mssql,mysql,pipeline,postgresql,python,redshift,s3,self-hosted,snowflake",Data Processing & ETL|Workflow Orchestration|Tool & Integration Platform|Speech & Voice AI
131619646,dagster-io/dagster,"An orchestration platform for the development, production, and observation of data assets.",15362,35.94,"[196.25, 194.31, 182.41, 169.19, 146.38, 137.8, 116.82, 99.55, 89.99, 80.87, 45.8, 35.94]",Python,2018-04-30,"analytics,dagster,data-engineering,data-integration,data-orchestrator,data-pipelines,data-science,etl,metadata,mlops,orchestration,python,scheduler,workflow,workflow-automation",Data Processing & ETL|Workflow Orchestration|Observability & Evaluation|Chat UI & Frontend|LLM SDK & Library
192640529,HumanSignal/label-studio,Label Studio is a multi-type data labeling and annotation tool with standardized output format,27103,46.25,"[88.92, 90.87, 93.09, 89.24, 79.52, 76.53, 76.33, 68.47, 61.64, 59.31, 55.55, 46.25]",TypeScript,2019-06-19,"annotation,annotation-tool,annotations,boundingbox,computer-vision,data-labeling,dataset,datasets,deep-learning,image-annotation,image-classification,image-labeling,image-labelling-tool,label-studio,labeling,labeling-tool,mlops,semantic-segmentation,text-annotation,yolo",Speech & Voice AI|Chat UI & Frontend|API & Backend Service|LLM Gateway & Proxy|Workflow Orchestration|LLM SDK & Library|Data Processing & ETL
139156354,cvat-ai/cvat,"Annotate better with CVAT, the industry-leading data engine for machine learning. Used and trusted by teams at any scale, for data of any scale.",15695,28.37,"[66.21, 62.54, 59.26, 59.34, 54.76, 48.32, 46.79, 43.03, 43.81, 34.94, 32.48, 28.37]",Python,2018-06-29,"annotation,annotation-tool,annotations,boundingbox,computer-vision,computer-vision-annotation,dataset,deep-learning,image-annotation,image-classification,image-labeling,image-labelling-tool,imagenet,labeling,labeling-tool,object-detection,pytorch,semantic-segmentation,tensorflow,video-annotation",LLM SDK & Library|Model Training & Fine-tuning|Deep Learning Core|Observability & Evaluation|AI Infrastructure & Platform
60377070,vespa-engine/vespa,"AI + Data, online. https://vespa.ai",6891,40.07,"[60.37, 62.85, 51.94, 48.92, 47.91, 43.76, 40.87, 39.25, 39.68, 38.08, 42.98, 40.07]",Java,2016-06-03,"ai,big-data,java,machine-learning,rag,search,search-engine,server,serving-recommendation,tensor,vector,vector-database,vector-search,vespa",API & Backend Service|Notebook & Development Environment|Vector Database & RAG|LLM SDK & Library
71932349,ray-project/ray,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.,42271,197.53,"[265.28, 264.79, 290.9, 303.3, 290.83, 291.11, 300.04, 271.18, 254.71, 228.63, 210.0, 197.53]",Python,2016-10-25,"data-science,deep-learning,deployment,distributed,hyperparameter-optimization,hyperparameter-search,large-language-models,llm,llm-inference,llm-serving,machine-learning,optimization,parallel,python,pytorch,ray,reinforcement-learning,rllib,serving,tensorflow",AI Infrastructure & Platform|Model Training & Fine-tuning|Observability & Evaluation|Deep Learning Core|Workflow Orchestration
17165658,apache/spark,Apache Spark - A unified analytics engine for large-scale data processing,43170,128.18,"[191.63, 176.12, 174.18, 178.09, 189.82, 175.84, 162.2, 170.87, 160.77, 134.06, 136.33, 128.18]",Scala,2014-02-25,"big-data,java,jdbc,python,r,scala,spark,sql",AI Infrastructure & Platform|Data Processing & ETL
175592968,volcano-sh/volcano,A Cloud Native Batch System (Project under CNCF),5485,28.62,"[45.46, 49.34, 41.88, 46.48, 45.73, 43.68, 30.76, 22.67, 32.95, 32.84, 26.25, 28.62]",Go,2019-03-14,"ai,batch-systems,bigdata,gene,golang,hpc,kubernetes,machine-learning,serving,training",AI Infrastructure & Platform|Model Training & Fine-tuning|Deep Learning Core|Data Processing & ETL
200722670,NVIDIA/NeMo,"A scalable generative AI framework built for researchers and developers working on Large Language Models, Multimodal, and Speech AI (Automatic Speech Recognition and Text-to-Speech)",17114,,"[236.75, 243.34, 201.24, 164.16]",Python,2019-08-05,"asr,deeplearning,generative-ai,machine-translation,neural-networks,speaker-diariazation,speaker-recognition,speech-synthesis,speech-translation,tts",Model Training & Fine-tuning|Speech & Voice AI|Deep Learning Core
235860204,deepspeedai/DeepSpeed,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and effective.",42180,17.82,"[60.16, 52.92, 55.33, 49.43, 45.63, 44.51, 34.66, 28.2, 22.96, 21.92, 17.1, 17.82]",Python,2020-01-23,"billion-parameters,compression,data-parallelism,deep-learning,gpu,inference,machine-learning,mixture-of-experts,model-parallelism,pipeline-parallelism,pytorch,trillion-parameters,zero",Model Training & Fine-tuning|Deep Learning Core|LLM SDK & Library|AI Infrastructure & Platform
176982014,NVIDIA/Megatron-LM,Ongoing research training transformer models at scale,16141,91.33,"[30.84, 26.13, 22.29, 30.76, 25.15, 25.21, 39.65, 62.49, 80.74, 95.57, 96.56, 91.33]",Python,2019-03-21,"large-language-models,model-para,transformers",Model Training & Fine-tuning|Memory & Knowledge|LLM SDK & Library|LLM Inference|Observability & Evaluation
850267588,78/xiaozhi-esp32,An MCP-based chatbot | 一个基于MCP的聊天机器人,25914,16.35,"[69.98, 68.96, 60.22, 59.81, 48.98, 43.76, 35.69, 35.17, 34.72, 28.47, 23.79, 16.35]",C++,2024-08-31,"chatbot,esp32,mcp",Hardware & Edge AI|MCP (Model Context Protocol)|Speech & Voice AI|Robotics & Embodied AI|Notebook & Development Environment|Coding Agent|Search & Information Retrieval|LLM SDK & Library|API & Backend Service
712225112,Genesis-Embodied-AI/Genesis,A generative world for general-purpose robotics & embodied AI learning.,28561,20.38,"[61.75, 54.83, 53.19, 53.07, 50.44, 38.37, 34.64, 29.68, 21.76, 30.03, 28.38, 20.38]",Python,2023-10-31,,Robotics & Embodied AI|Model Training & Fine-tuning|Deep Learning Core|Observability & Evaluation|API & Backend Service|AI Infrastructure & Platform|Agent Framework
673412924,modelscope/ms-swift,"Use PEFT or Full-parameter to CPT/SFT/DPO/GRPO 600+ LLMs (Qwen3.6, DeepSeek-R1, GLM-5.1, InternLM3, Llama4, ...) and 300+ MLLMs (Qwen3-VL, Qwen3-Omni, InternVL3.5, Ovis2.5, GLM4.5v, Gemma4, Llava, Phi4, ...) (AAAI 2025).",13868,62.61,"[156.65, 162.02, 144.24, 137.48, 143.85, 143.84, 120.71, 117.06, 107.22, 103.26, 73.0, 62.61]",Python,2023-08-01,"deepseek-r1,embedding,grpo,internvl,liger,llama,llama4,llm,lora,megatron,moe,multimodal,open-r1,peft,qwen3,qwen3-6,qwen3-omni,qwen3-vl,reranker,sft",Model Training & Fine-tuning|Observability & Evaluation|LLM Inference|Vector Database & RAG|Memory & Knowledge|AI Infrastructure & Platform|Speech & Voice AI|Workflow Orchestration|Tool & Integration Platform|Deep Learning Core|API & Backend Service
725205304,unslothai/unsloth,"Web UI for training and running open models like Gemma 4, Qwen3.5, DeepSeek, gpt-oss locally.",62544,53.07,"[169.46, 143.34, 121.68, 113.24, 89.76, 76.05, 70.25, 63.87, 64.77, 55.36, 41.8, 53.07]",Python,2023-11-29,"agent,deepseek,fine-tuning,gemma,gemma3,gpt-oss,llama,llama3,llm,llms,mistral,openai,qwen,reinforcement-learning,self-hosted,text-to-speech,tts,ui,unsloth",Model Training & Fine-tuning|Speech & Voice AI|Vector Database & RAG|Chat UI & Frontend|Deep Learning Core|AI Infrastructure & Platform|Tool & Integration Platform|API & Backend Service|LLM Inference|Workflow Orchestration|Memory & Knowledge|Observability & Evaluation|Search & Information Retrieval|Notebook & Development Environment|LLM SDK & Library
646410686,hiyouga/LLaMA-Factory,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024),70505,,"[184.77, 161.67, 121.16, 107.38, 104.83, 81.72, 56.97, 45.46]",Python,2023-05-28,"agent,ai,deepseek,fine-tuning,gemma,gpt,instruction-tuning,large-language-models,llama,llama3,llm,lora,moe,nlp,peft,qlora,quantization,qwen,rlhf,transformers",Model Training & Fine-tuning|LLM Inference|Observability & Evaluation|Speech & Voice AI|Workflow Orchestration|Chat UI & Frontend|LLM SDK & Library
658928958,ollama/ollama,"Get up and running with Kimi-K2.5, GLM-5, MiniMax, DeepSeek, gpt-oss, Qwen, Gemma and other models.",169752,116.26,"[376.27, 340.02, 271.03, 245.61, 274.42, 212.82, 192.85, 179.55, 156.86, 135.1, 130.23, 116.26]",Go,2023-06-26,"deepseek,gemma,gemma3,glm,go,golang,gpt-oss,llama,llama3,llm,llms,minimax,mistral,ollama,qwen",LLM Inference|Coding Agent|Agent Framework|Chat UI & Frontend|LLM SDK & Library|Vector Database & RAG|LLM Gateway & Proxy|Workflow Orchestration|Search & Information Retrieval|API & Backend Service|Notebook & Development Environment|Model Training & Fine-tuning|Memory & Knowledge
942206898,ai-dynamo/dynamo,A Datacenter Scale Distributed Inference Serving Framework,6628,199.03,"[100.0, 122.13, 140.46, 152.45, 168.34, 172.98, 177.37, 178.7, 176.57, 180.45, 182.67, 199.03]",Rust,2025-03-03,,LLM Inference|AI Infrastructure & Platform|Agent Framework|Chat UI & Frontend|API & Backend Service|Image & Video Generation|Workflow Orchestration|Model Training & Fine-tuning|Vector Database & RAG|Memory & Knowledge|Observability & Evaluation|Tool & Integration Platform
653496050,xorbitsai/inference,"Swap GPT for any LLM by changing a single line of code. Xinference lets you run open-source, speech, and multimodal models on cloud, on-prem, or your laptop — all through one unified, production-ready inference API.",9255,16.29,"[85.59, 89.59, 84.73, 66.93, 62.77, 47.76, 35.92, 35.01, 30.42, 29.39, 27.0, 16.29]",Python,2023-06-14,"artificial-intelligence,chatglm,deployment,flan-t5,gemma,ggml,glm4,inference,llama,llama3,llamacpp,llm,machine-learning,mistral,openai-api,pytorch,qwen,vllm,whisper,wizardlm",LLM Inference|Speech & Voice AI|Workflow Orchestration|Vector Database & RAG|Notebook & Development Environment|Agent Framework|Image & Video Generation|Tool & Integration Platform|Deep Learning Core|LLM SDK & Library|AI Infrastructure & Platform|MCP (Model Context Protocol)|Hardware & Edge AI|Model Training & Fine-tuning|Memory & Knowledge|Chat UI & Frontend|Data Processing & ETL
833306239,containers/ramalama,"RamaLama is an open-source developer tool that simplifies the local serving of AI models from any source and facilitates their use for inference in production, all through the familiar language of containers.",2776,19.76,"[61.37, 56.03, 54.24, 56.01, 46.12, 38.15, 35.0, 30.46, 28.07, 26.25, 21.78, 19.76]",Python,2024-07-24,"ai,containers,cuda,hacktoberfest,hip,inference-server,intel,llamacpp,llm,podman,vllm",LLM Inference|Deep Learning Core|API & Backend Service
799049436,gpustack/gpustack,A GPU cluster manager that configures and orchestrates inference engines like vLLM and SGLang for high-performance AI model deployment.,4886,48.0,"[66.53, 60.99, 52.39, 54.57, 48.17, 39.26, 38.23, 44.79, 57.66, 54.33, 47.09, 48.0]",Python,2024-05-11,"ascend,cuda,deepseek,distributed-inference,genai,high-performance-inference,inference,llama,llm,llm-inference,llm-serving,maas,mindie,openai,qwen,rocm,sglang,vllm",LLM Inference|Observability & Evaluation|AI Infrastructure & Platform|LLM Gateway & Proxy|Speech & Voice AI|Deep Learning Core
599547518,vllm-project/vllm,A high-throughput and memory-efficient inference and serving engine for LLMs,77809,553.74,"[870.63, 823.5, 747.59, 735.59, 789.6, 793.58, 737.29, 720.77, 671.35, 632.49, 598.56, 553.74]",Python,2023-02-09,"amd,blackwell,cuda,deepseek,deepseek-v3,gpt,gpt-oss,inference,kimi,llama,llm,llm-serving,model-serving,moe,openai,pytorch,qwen,qwen3,tpu,transformer",LLM Inference|Deep Learning Core|Model Training & Fine-tuning|Memory & Knowledge|Vector Database & RAG|Tool & Integration Platform|Chat UI & Frontend|LLM SDK & Library|API & Backend Service
740303686,sgl-project/sglang,SGLang is a high-performance serving framework for large language models and multimodal models.,26295,436.91,"[383.72, 401.52, 383.94, 386.9, 428.45, 458.25, 441.53, 474.54, 510.71, 525.55, 470.49, 436.91]",Python,2024-01-08,"attention,blackwell,cuda,deepseek,diffusion,glm,gpt-oss,inference,llama,llm,minimax,moe,qwen,qwen-image,reinforcement-learning,transformer,vlm,wan",LLM Inference|Model Training & Fine-tuning|Deep Learning Core|Image & Video Generation|Observability & Evaluation|API & Backend Service|Chat UI & Frontend|Coding Agent|Vector Database & RAG|AI Infrastructure & Platform
679366051,NVIDIA/TensorRT-LLM,TensorRT LLM provides users with an easy-to-use Python API to define Large Language Models (LLMs) and supports state-of-the-art optimizations to perform inference efficiently on NVIDIA GPUs. TensorRT LLM also contains components to create Python and C++ runtimes that orchestrate the inference execution in a performant way.,13458,327.57,"[182.7, 229.38, 270.35, 318.2, 360.14, 365.54, 353.71, 362.44, 370.36, 366.33, 336.8, 327.57]",Python,2023-08-16,"blackwell,cuda,llm-serving,moe,pytorch",LLM Inference|Deep Learning Core|Model Training & Fine-tuning
612354784,ggml-org/llama.cpp,LLM inference in C/C++,105885,232.45,"[276.06, 297.0, 271.46, 269.99, 301.92, 271.39, 252.22, 271.53, 271.71, 252.68, 240.47, 232.45]",C++,2023-03-10,ggml,LLM Inference|API & Backend Service|Model Training & Fine-tuning|Memory & Knowledge|LLM SDK & Library|Deep Learning Core
153097643,openvinotoolkit/openvino,OpenVINO™ is an open source toolkit for optimizing and deploying AI inference,10133,142.71,"[310.01, 270.51, 238.11, 248.48, 220.81, 209.39, 191.03, 176.33, 162.1, 178.94, 156.16, 142.71]",C++,2018-10-15,"ai,computer-vision,deep-learning,deploy-ai,diffusion-models,generative-ai,good-first-issue,inference,llm-inference,natural-language-processing,nlp,openvino,optimize-ai,performance-boost,recommendation-system,speech-recognition,stable-diffusion,transformers,yolo",Deep Learning Core|Model Training & Fine-tuning|LLM Inference|Speech & Voice AI|Workflow Orchestration|Agent Framework|LLM SDK & Library|API & Backend Service|Memory & Knowledge|Image & Video Generation|Notebook & Development Environment
